origin_airport,destination_airport,num_flights,o_lat,o_long,d_lat,d_long
SLC,DEN,7471,40.78839,-111.97776999999999,39.85841,-104.667
ORD,ATL,7446,41.9796,-87.90446,33.640440000000005,-84.42694
DFW,ORD,7435,32.89595,-97.0372,41.9796,-87.90446
DEN,SLC,7424,39.85841,-104.667,40.78839,-111.97776999999999
DEN,SFO,7336,39.85841,-104.667,37.619,-122.37483999999999
MCO,EWR,7314,28.428890000000003,-81.31603,40.6925,-74.16866
SFO,DEN,7307,37.619,-122.37483999999999,39.85841,-104.667
KOA,HNL,7296,19.738770000000002,-156.04563000000002,21.31869,-157.92241
EWR,MCO,7295,40.6925,-74.16866,28.428890000000003,-81.31603
SFO,ORD,7285,37.619,-122.37483999999999,41.9796,-87.90446
ATL,TPA,7267,33.640440000000005,-84.42694,27.97547,-82.53325
TPA,ATL,7265,27.97547,-82.53325,33.640440000000005,-84.42694
ORD,SFO,7252,41.9796,-87.90446,37.619,-122.37483999999999
ORD,DFW,7203,41.9796,-87.90446,32.89595,-97.0372
DEN,LAS,7185,39.85841,-104.667,36.08036,-115.15233
ATL,ORD,7183,33.640440000000005,-84.42694,41.9796,-87.90446
LAS,DEN,7133,36.08036,-115.15233,39.85841,-104.667
HNL,KOA,6930,21.31869,-157.92241,19.738770000000002,-156.04563000000002
ORD,DCA,6912,41.9796,-87.90446,38.85208,-77.03772
DCA,ORD,6850,38.85208,-77.03772,41.9796,-87.90446
SEA,ANC,6829,47.44898,-122.30931000000001,61.174319999999994,-149.99618999999998
ORD,BOS,6801,41.9796,-87.90446,42.36435,-71.00518000000001
PHX,LAX,6801,33.43417,-112.00806000000001,33.94254,-118.40807
LAX,PHX,6787,33.94254,-118.40807,33.43417,-112.00806000000001
BOS,ORD,6750,42.36435,-71.00518000000001,41.9796,-87.90446
HOU,DAL,6729,29.64542,-95.27889,32.84711,-96.85177
DAL,HOU,6727,32.84711,-96.85177,29.64542,-95.27889
PHL,ATL,6710,39.87195,-75.24114,33.640440000000005,-84.42694
DFW,ATL,6706,32.89595,-97.0372,33.640440000000005,-84.42694
ATL,DFW,6705,33.640440000000005,-84.42694,32.89595,-97.0372
ATL,PHL,6698,33.640440000000005,-84.42694,39.87195,-75.24114
ORD,DEN,6650,41.9796,-87.90446,39.85841,-104.667
ANC,SEA,6630,61.174319999999994,-149.99618999999998,47.44898,-122.30931000000001
LIH,HNL,6595,21.97598,-159.33896000000001,21.31869,-157.92241
HNL,LIH,6595,21.31869,-157.92241,21.97598,-159.33896000000001
BOS,ATL,6590,42.36435,-71.00518000000001,33.640440000000005,-84.42694
DEN,SEA,6588,39.85841,-104.667,47.44898,-122.30931000000001
ATL,BOS,6588,33.640440000000005,-84.42694,42.36435,-71.00518000000001
DEN,ORD,6576,39.85841,-104.667,41.9796,-87.90446
SEA,DEN,6569,47.44898,-122.30931000000001,39.85841,-104.667
LAX,ATL,6566,33.94254,-118.40807,33.640440000000005,-84.42694
ATL,LAX,6564,33.640440000000005,-84.42694,33.94254,-118.40807
ATL,BWI,6555,33.640440000000005,-84.42694,39.1754,-76.6682
BWI,ATL,6554,39.1754,-76.6682,33.640440000000005,-84.42694
LGA,BOS,6506,40.77724,-73.87261,42.36435,-71.00518000000001
BOS,LGA,6506,42.36435,-71.00518000000001,40.77724,-73.87261
LAS,SEA,6430,36.08036,-115.15233,47.44898,-122.30931000000001
SEA,LAS,6429,47.44898,-122.30931000000001,36.08036,-115.15233
EWR,SFO,6265,40.6925,-74.16866,37.619,-122.37483999999999
SFO,EWR,6234,37.619,-122.37483999999999,40.6925,-74.16866
LAX,DFW,6202,33.94254,-118.40807,32.89595,-97.0372
FLL,EWR,6189,26.07258,-80.15275,40.6925,-74.16866
EWR,FLL,6189,40.6925,-74.16866,26.07258,-80.15275
DFW,LAX,6182,32.89595,-97.0372,33.94254,-118.40807
MIA,LGA,6161,25.79325,-80.29056,40.77724,-73.87261
LGA,MIA,6130,40.77724,-73.87261,25.79325,-80.29056
SFO,PDX,6043,37.619,-122.37483999999999,45.58872,-122.5975
PDX,SFO,6004,45.58872,-122.5975,37.619,-122.37483999999999
DEN,MSP,5910,39.85841,-104.667,44.88055,-93.21692
BWI,BOS,5908,39.1754,-76.6682,42.36435,-71.00518000000001
BOS,BWI,5900,42.36435,-71.00518000000001,39.1754,-76.6682
ATL,EWR,5899,33.640440000000005,-84.42694,40.6925,-74.16866
EWR,ATL,5886,40.6925,-74.16866,33.640440000000005,-84.42694
MSP,DEN,5876,44.88055,-93.21692,39.85841,-104.667
LAX,OAK,5796,33.94254,-118.40807,37.72129,-122.22072
ATL,DEN,5790,33.640440000000005,-84.42694,39.85841,-104.667
OAK,LAX,5789,37.72129,-122.22072,33.94254,-118.40807
DTW,ORD,5739,42.21206,-83.34884,41.9796,-87.90446
ORD,DTW,5721,41.9796,-87.90446,42.21206,-83.34884
CLT,ATL,5711,35.214009999999995,-80.94313000000001,33.640440000000005,-84.42694
ATL,CLT,5711,33.640440000000005,-84.42694,35.214009999999995,-80.94313000000001
LAX,HNL,5700,33.94254,-118.40807,21.31869,-157.92241
HNL,LAX,5699,21.31869,-157.92241,33.94254,-118.40807
DEN,ATL,5697,39.85841,-104.667,33.640440000000005,-84.42694
LAX,SLC,5672,33.94254,-118.40807,40.78839,-111.97776999999999
SLC,LAX,5669,40.78839,-111.97776999999999,33.94254,-118.40807
DEN,DFW,5659,39.85841,-104.667,32.89595,-97.0372
MIA,ATL,5635,25.79325,-80.29056,33.640440000000005,-84.42694
ATL,MIA,5635,33.640440000000005,-84.42694,25.79325,-80.29056
ATL,DTW,5609,33.640440000000005,-84.42694,42.21206,-83.34884
DTW,ATL,5603,42.21206,-83.34884,33.640440000000005,-84.42694
PHX,LAS,5500,33.43417,-112.00806000000001,36.08036,-115.15233
DCA,ATL,5496,38.85208,-77.03772,33.640440000000005,-84.42694
ATL,DCA,5495,33.640440000000005,-84.42694,38.85208,-77.03772
LAS,PHX,5489,36.08036,-115.15233,33.43417,-112.00806000000001
ATL,JAX,5480,33.640440000000005,-84.42694,30.494059999999998,-81.68786
JAX,ATL,5478,30.494059999999998,-81.68786,33.640440000000005,-84.42694
ATL,MSY,5470,33.640440000000005,-84.42694,29.99339,-90.25803
MSY,ATL,5467,29.99339,-90.25803,33.640440000000005,-84.42694
HNL,ITO,5458,21.31869,-157.92241,19.72026,-155.04847
DFW,DEN,5434,32.89595,-97.0372,39.85841,-104.667
SAN,PHX,5405,32.73356,-117.18966,33.43417,-112.00806000000001
PHX,SAN,5393,33.43417,-112.00806000000001,32.73356,-117.18966
PHX,ORD,5360,33.43417,-112.00806000000001,41.9796,-87.90446
ORD,PHX,5360,41.9796,-87.90446,33.43417,-112.00806000000001
ORD,IAH,5335,41.9796,-87.90446,29.98047,-95.33972
LAX,EWR,5303,33.94254,-118.40807,40.6925,-74.16866
IAH,ORD,5290,29.98047,-95.33972,41.9796,-87.90446
EWR,LAX,5286,40.6925,-74.16866,33.94254,-118.40807
FLL,LGA,5280,26.07258,-80.15275,40.77724,-73.87261
LGA,FLL,5279,40.77724,-73.87261,26.07258,-80.15275
LAS,SAN,5229,36.08036,-115.15233,32.73356,-117.18966
PHL,BOS,5223,39.87195,-75.24114,42.36435,-71.00518000000001
LAX,SJC,5220,33.94254,-118.40807,37.36186,-121.92901
SAN,LAS,5218,32.73356,-117.18966,36.08036,-115.15233
SJC,LAX,5216,37.36186,-121.92901,33.94254,-118.40807
BOS,PHL,5207,42.36435,-71.00518000000001,39.87195,-75.24114
JFK,MCO,5176,40.63975,-73.77893,28.428890000000003,-81.31603
MCO,JFK,5172,28.428890000000003,-81.31603,40.63975,-73.77893
BWI,FLL,5106,39.1754,-76.6682,26.07258,-80.15275
FLL,BWI,5105,26.07258,-80.15275,39.1754,-76.6682
ITO,HNL,5095,19.72026,-155.04847,21.31869,-157.92241
ATL,RDU,5078,33.640440000000005,-84.42694,35.87764,-78.78747
RDU,ATL,5076,35.87764,-78.78747,33.640440000000005,-84.42694
ATL,MSP,5075,33.640440000000005,-84.42694,44.88055,-93.21692
PDX,LAX,5073,45.58872,-122.5975,33.94254,-118.40807
MSP,ATL,5073,44.88055,-93.21692,33.640440000000005,-84.42694
LAX,PDX,5072,33.94254,-118.40807,45.58872,-122.5975
ORD,SEA,5040,41.9796,-87.90446,47.44898,-122.30931000000001
SEA,PHX,5038,47.44898,-122.30931000000001,33.43417,-112.00806000000001
PHX,SEA,5037,33.43417,-112.00806000000001,47.44898,-122.30931000000001
SEA,ORD,5034,47.44898,-122.30931000000001,41.9796,-87.90446
MCO,PHL,5025,28.428890000000003,-81.31603,39.87195,-75.24114
PHL,MCO,5021,39.87195,-75.24114,28.428890000000003,-81.31603
SNA,SFO,4984,33.67566,-117.86822,37.619,-122.37483999999999
EWR,ORD,4969,40.6925,-74.16866,41.9796,-87.90446
SFO,SNA,4968,37.619,-122.37483999999999,33.67566,-117.86822
SJC,SAN,4875,37.36186,-121.92901,32.73356,-117.18966
LGA,CLT,4874,40.77724,-73.87261,35.214009999999995,-80.94313000000001
SAN,SJC,4863,32.73356,-117.18966,37.36186,-121.92901
SLC,PHX,4854,40.78839,-111.97776999999999,33.43417,-112.00806000000001
PHX,SLC,4851,33.43417,-112.00806000000001,40.78839,-111.97776999999999
BOS,EWR,4851,42.36435,-71.00518000000001,40.6925,-74.16866
EWR,BOS,4844,40.6925,-74.16866,42.36435,-71.00518000000001
PHL,ORD,4842,39.87195,-75.24114,41.9796,-87.90446
CLT,LGA,4840,35.214009999999995,-80.94313000000001,40.77724,-73.87261
ORD,MCO,4831,41.9796,-87.90446,28.428890000000003,-81.31603
ORD,PHL,4830,41.9796,-87.90446,39.87195,-75.24114
LAS,ORD,4825,36.08036,-115.15233,41.9796,-87.90446
MCO,ORD,4825,28.428890000000003,-81.31603,41.9796,-87.90446
ORD,LAS,4803,41.9796,-87.90446,36.08036,-115.15233
BOS,SFO,4790,42.36435,-71.00518000000001,37.619,-122.37483999999999
LAX,BOS,4782,33.94254,-118.40807,42.36435,-71.00518000000001
SFO,BOS,4781,37.619,-122.37483999999999,42.36435,-71.00518000000001
MIA,ORD,4779,25.79325,-80.29056,41.9796,-87.90446
ORD,MIA,4774,41.9796,-87.90446,25.79325,-80.29056
BOS,LAX,4770,42.36435,-71.00518000000001,33.94254,-118.40807
DFW,IAH,4756,32.89595,-97.0372,29.98047,-95.33972
SFO,DFW,4754,37.619,-122.37483999999999,32.89595,-97.0372
DFW,SFO,4747,32.89595,-97.0372,37.619,-122.37483999999999
ORD,EWR,4737,41.9796,-87.90446,40.6925,-74.16866
DEN,IAH,4733,39.85841,-104.667,29.98047,-95.33972
PHX,SFO,4705,33.43417,-112.00806000000001,37.619,-122.37483999999999
SFO,PHX,4695,37.619,-122.37483999999999,33.43417,-112.00806000000001
LAS,ATL,4680,36.08036,-115.15233,33.640440000000005,-84.42694
ATL,LAS,4676,33.640440000000005,-84.42694,36.08036,-115.15233
IAH,DFW,4664,29.98047,-95.33972,32.89595,-97.0372
LAX,SMF,4632,33.94254,-118.40807,38.69542,-121.59076999999999
SMF,LAX,4626,38.69542,-121.59076999999999,33.94254,-118.40807
SAN,DEN,4623,32.73356,-117.18966,39.85841,-104.667
ATL,MDW,4616,33.640440000000005,-84.42694,41.78598,-87.75242
MDW,ATL,4609,41.78598,-87.75242,33.640440000000005,-84.42694
ATL,PBI,4539,33.640440000000005,-84.42694,26.683159999999997,-80.09559
PBI,ATL,4538,26.683159999999997,-80.09559,33.640440000000005,-84.42694
SAN,SMF,4506,32.73356,-117.18966,38.69542,-121.59076999999999
BOS,JFK,4499,42.36435,-71.00518000000001,40.63975,-73.77893
IAH,DEN,4495,29.98047,-95.33972,39.85841,-104.667
JFK,BOS,4480,40.63975,-73.77893,42.36435,-71.00518000000001
DFW,LAS,4445,32.89595,-97.0372,36.08036,-115.15233
LAS,DFW,4445,36.08036,-115.15233,32.89595,-97.0372
SMF,SEA,4411,38.69542,-121.59076999999999,47.44898,-122.30931000000001
IAH,LAX,4394,29.98047,-95.33972,33.94254,-118.40807
SMF,SAN,4391,38.69542,-121.59076999999999,32.73356,-117.18966
DEN,SAN,4365,39.85841,-104.667,32.73356,-117.18966
LAX,IAH,4363,33.94254,-118.40807,29.98047,-95.33972
MCO,BWI,4321,28.428890000000003,-81.31603,39.1754,-76.6682
BWI,MCO,4321,39.1754,-76.6682,28.428890000000003,-81.31603
SEA,SMF,4300,47.44898,-122.30931000000001,38.69542,-121.59076999999999
SEA,PDX,4290,47.44898,-122.30931000000001,45.58872,-122.5975
MCO,BOS,4283,28.428890000000003,-81.31603,42.36435,-71.00518000000001
BOS,MCO,4280,42.36435,-71.00518000000001,28.428890000000003,-81.31603
DFW,PHX,4267,32.89595,-97.0372,33.43417,-112.00806000000001
PHX,DFW,4264,33.43417,-112.00806000000001,32.89595,-97.0372
CLT,ORD,4230,35.214009999999995,-80.94313000000001,41.9796,-87.90446
PDX,SEA,4224,45.58872,-122.5975,47.44898,-122.30931000000001
SJC,SNA,4219,37.36186,-121.92901,33.67566,-117.86822
SNA,SJC,4214,33.67566,-117.86822,37.36186,-121.92901
ORD,CLT,4192,41.9796,-87.90446,35.214009999999995,-80.94313000000001
OAK,BUR,4154,37.72129,-122.22072,34.20062,-118.3585
ATL,STL,4150,33.640440000000005,-84.42694,38.747690000000006,-90.35999
BUR,OAK,4146,34.20062,-118.3585,37.72129,-122.22072
STL,ATL,4144,38.747690000000006,-90.35999,33.640440000000005,-84.42694
MSP,PHX,4140,44.88055,-93.21692,33.43417,-112.00806000000001
PHX,MSP,4140,33.43417,-112.00806000000001,44.88055,-93.21692
DFW,LGA,4138,32.89595,-97.0372,40.77724,-73.87261
JFK,FLL,4119,40.63975,-73.77893,26.07258,-80.15275
SNA,PHX,4116,33.67566,-117.86822,33.43417,-112.00806000000001
FLL,JFK,4114,26.07258,-80.15275,40.63975,-73.77893
LAS,JFK,4113,36.08036,-115.15233,40.63975,-73.77893
JFK,LAS,4113,40.63975,-73.77893,36.08036,-115.15233
PHX,SNA,4106,33.43417,-112.00806000000001,33.67566,-117.86822
LGA,DFW,4103,40.77724,-73.87261,32.89595,-97.0372
SLC,SEA,4083,40.78839,-111.97776999999999,47.44898,-122.30931000000001
SEA,SLC,4083,47.44898,-122.30931000000001,40.78839,-111.97776999999999
ATL,HOU,4081,33.640440000000005,-84.42694,29.64542,-95.27889
SLC,LAS,4081,40.78839,-111.97776999999999,36.08036,-115.15233
HOU,ATL,4081,29.64542,-95.27889,33.640440000000005,-84.42694
LAS,SLC,4079,36.08036,-115.15233,40.78839,-111.97776999999999
MCO,LGA,4076,28.428890000000003,-81.31603,40.77724,-73.87261
LGA,MCO,4072,40.77724,-73.87261,28.428890000000003,-81.31603
IND,ATL,4043,39.71733,-86.29438,33.640440000000005,-84.42694
ATL,IND,4043,33.640440000000005,-84.42694,39.71733,-86.29438
RIC,ATL,4009,37.50517,-77.31967,33.640440000000005,-84.42694
ATL,RIC,4009,33.640440000000005,-84.42694,37.50517,-77.31967
SJU,MCO,4005,18.439420000000002,-66.00183,28.428890000000003,-81.31603
MCO,SJU,3996,28.428890000000003,-81.31603,18.439420000000002,-66.00183
DFW,MIA,3955,32.89595,-97.0372,25.79325,-80.29056
IAD,SFO,3947,38.94453,-77.45581,37.619,-122.37483999999999
SEA,DFW,3935,47.44898,-122.30931000000001,32.89595,-97.0372
DFW,SEA,3935,32.89595,-97.0372,47.44898,-122.30931000000001
ATL,RSW,3929,33.640440000000005,-84.42694,26.536170000000002,-81.75516999999999
RSW,ATL,3928,26.536170000000002,-81.75516999999999,33.640440000000005,-84.42694
SEA,SJC,3922,47.44898,-122.30931000000001,37.36186,-121.92901
SJC,SEA,3920,37.36186,-121.92901,47.44898,-122.30931000000001
OAK,SAN,3919,37.72129,-122.22072,32.73356,-117.18966
MIA,DFW,3918,25.79325,-80.29056,32.89595,-97.0372
SAN,OAK,3917,32.73356,-117.18966,37.72129,-122.22072
MCO,DCA,3900,28.428890000000003,-81.31603,38.85208,-77.03772
DCA,MCO,3900,38.85208,-77.03772,28.428890000000003,-81.31603
DFW,CLT,3886,32.89595,-97.0372,35.214009999999995,-80.94313000000001
CLT,DFW,3885,35.214009999999995,-80.94313000000001,32.89595,-97.0372
LGA,DEN,3881,40.77724,-73.87261,39.85841,-104.667
SFO,SLC,3865,37.619,-122.37483999999999,40.78839,-111.97776999999999
AUS,DFW,3861,30.19453,-97.66986999999999,32.89595,-97.0372
DFW,AUS,3860,32.89595,-97.0372,30.19453,-97.66986999999999
MCO,DFW,3859,28.428890000000003,-81.31603,32.89595,-97.0372
DFW,MCO,3858,32.89595,-97.0372,28.428890000000003,-81.31603
OAK,LAS,3839,37.72129,-122.22072,36.08036,-115.15233
ATL,MCI,3838,33.640440000000005,-84.42694,39.29761,-94.71391
MCI,ATL,3838,39.29761,-94.71391,33.640440000000005,-84.42694
DEN,LGA,3837,39.85841,-104.667,40.77724,-73.87261
LAS,OAK,3830,36.08036,-115.15233,37.72129,-122.22072
BOS,CLT,3822,42.36435,-71.00518000000001,35.214009999999995,-80.94313000000001
CLT,BOS,3822,35.214009999999995,-80.94313000000001,42.36435,-71.00518000000001
MSP,LAX,3812,44.88055,-93.21692,33.94254,-118.40807
LAX,MSP,3803,33.94254,-118.40807,44.88055,-93.21692
ATL,CMH,3794,33.640440000000005,-84.42694,39.99799,-82.89188
CMH,ATL,3793,39.99799,-82.89188,33.640440000000005,-84.42694
MSP,MDW,3776,44.88055,-93.21692,41.78598,-87.75242
DFW,SAT,3774,32.89595,-97.0372,29.533690000000004,-98.46978
SAT,DFW,3774,29.533690000000004,-98.46978,32.89595,-97.0372
DTW,BOS,3748,42.21206,-83.34884,42.36435,-71.00518000000001
BOS,DTW,3747,42.36435,-71.00518000000001,42.21206,-83.34884
SAN,SEA,3741,32.73356,-117.18966,47.44898,-122.30931000000001
MKE,ORD,3741,42.94722,-87.89658,41.9796,-87.90446
DEN,SNA,3739,39.85841,-104.667,33.67566,-117.86822
SEA,SAN,3739,47.44898,-122.30931000000001,32.73356,-117.18966
SNA,DEN,3736,33.67566,-117.86822,39.85841,-104.667
MDW,MSP,3735,41.78598,-87.75242,44.88055,-93.21692
ORD,MKE,3734,41.9796,-87.90446,42.94722,-87.89658
PDX,DEN,3713,45.58872,-122.5975,39.85841,-104.667
DEN,PDX,3696,39.85841,-104.667,45.58872,-122.5975
GSP,ATL,3691,34.89567,-82.21885999999999,33.640440000000005,-84.42694
ATL,GSP,3691,33.640440000000005,-84.42694,34.89567,-82.21885999999999
IAD,DEN,3667,38.94453,-77.45581,39.85841,-104.667
SFO,IAD,3665,37.619,-122.37483999999999,38.94453,-77.45581
JFK,MIA,3633,40.63975,-73.77893,25.79325,-80.29056
MIA,JFK,3632,25.79325,-80.29056,40.63975,-73.77893
LAX,IAD,3628,33.94254,-118.40807,38.94453,-77.45581
DEN,IAD,3627,39.85841,-104.667,38.94453,-77.45581
DEN,EWR,3618,39.85841,-104.667,40.6925,-74.16866
IAH,ATL,3607,29.98047,-95.33972,33.640440000000005,-84.42694
PHL,DFW,3606,39.87195,-75.24114,32.89595,-97.0372
DFW,PHL,3604,32.89595,-97.0372,39.87195,-75.24114
EWR,IAH,3598,40.6925,-74.16866,29.98047,-95.33972
IAD,LAX,3594,38.94453,-77.45581,33.94254,-118.40807
ATL,PHX,3589,33.640440000000005,-84.42694,33.43417,-112.00806000000001
PHX,ATL,3589,33.43417,-112.00806000000001,33.640440000000005,-84.42694
DTW,LGA,3563,42.21206,-83.34884,40.77724,-73.87261
LGA,DTW,3559,40.77724,-73.87261,42.21206,-83.34884
ATL,AUS,3556,33.640440000000005,-84.42694,30.19453,-97.66986999999999
SAN,LAX,3556,32.73356,-117.18966,33.94254,-118.40807
AUS,ATL,3555,30.19453,-97.66986999999999,33.640440000000005,-84.42694
IAH,EWR,3544,29.98047,-95.33972,40.6925,-74.16866
LAX,SAN,3541,33.94254,-118.40807,32.73356,-117.18966
ORD,SLC,3532,41.9796,-87.90446,40.78839,-111.97776999999999
SMF,PHX,3527,38.69542,-121.59076999999999,33.43417,-112.00806000000001
PHX,SMF,3526,33.43417,-112.00806000000001,38.69542,-121.59076999999999
MSP,DFW,3518,44.88055,-93.21692,32.89595,-97.0372
SLC,ORD,3517,40.78839,-111.97776999999999,41.9796,-87.90446
BNA,ATL,3508,36.12448,-86.67818,33.640440000000005,-84.42694
PIT,ATL,3507,40.49147,-80.23286999999999,33.640440000000005,-84.42694
ATL,PIT,3505,33.640440000000005,-84.42694,40.49147,-80.23286999999999
ATL,BNA,3504,33.640440000000005,-84.42694,36.12448,-86.67818
SLC,SFO,3502,40.78839,-111.97776999999999,37.619,-122.37483999999999
ATL,SAV,3496,33.640440000000005,-84.42694,32.12758,-81.20214
SAV,ATL,3495,32.12758,-81.20214,33.640440000000005,-84.42694
CLT,BWI,3489,35.214009999999995,-80.94313000000001,39.1754,-76.6682
BWI,CLT,3488,39.1754,-76.6682,35.214009999999995,-80.94313000000001
SJC,BUR,3487,37.36186,-121.92901,34.20062,-118.3585
ATL,IAD,3485,33.640440000000005,-84.42694,38.94453,-77.45581
DFW,MSP,3484,32.89595,-97.0372,44.88055,-93.21692
PHX,SJC,3479,33.43417,-112.00806000000001,37.36186,-121.92901
SJC,PHX,3479,37.36186,-121.92901,33.43417,-112.00806000000001
ATL,CHS,3472,33.640440000000005,-84.42694,32.89865,-80.04051
CHS,ATL,3472,32.89865,-80.04051,33.640440000000005,-84.42694
CLT,PHL,3465,35.214009999999995,-80.94313000000001,39.87195,-75.24114
DAL,SAT,3462,32.84711,-96.85177,29.533690000000004,-98.46978
SAT,DAL,3462,29.533690000000004,-98.46978,32.84711,-96.85177
CLT,MCO,3459,35.214009999999995,-80.94313000000001,28.428890000000003,-81.31603
MCO,CLT,3458,28.428890000000003,-81.31603,35.214009999999995,-80.94313000000001
BUR,SJC,3450,34.20062,-118.3585,37.36186,-121.92901
DAL,ATL,3449,32.84711,-96.85177,33.640440000000005,-84.42694
ATL,DAL,3440,33.640440000000005,-84.42694,32.84711,-96.85177
ATL,MEM,3437,33.640440000000005,-84.42694,35.04242,-89.97667
MEM,ATL,3437,35.04242,-89.97667,33.640440000000005,-84.42694
DEN,MCI,3435,39.85841,-104.667,39.29761,-94.71391
PHL,CLT,3428,39.87195,-75.24114,35.214009999999995,-80.94313000000001
OAK,SEA,3421,37.72129,-122.22072,47.44898,-122.30931000000001
SEA,OAK,3419,47.44898,-122.30931000000001,37.72129,-122.22072
BUR,SFO,3405,34.20062,-118.3585,37.619,-122.37483999999999
MCI,DEN,3399,39.29761,-94.71391,39.85841,-104.667
DAL,AUS,3396,32.84711,-96.85177,30.19453,-97.66986999999999
SFO,BUR,3396,37.619,-122.37483999999999,34.20062,-118.3585
AUS,DAL,3394,30.19453,-97.66986999999999,32.84711,-96.85177
GEG,SEA,3393,47.619859999999996,-117.53383999999998,47.44898,-122.30931000000001
IAH,SFO,3392,29.98047,-95.33972,37.619,-122.37483999999999
ATL,IAH,3384,33.640440000000005,-84.42694,29.98047,-95.33972
MKE,ATL,3374,42.94722,-87.89658,33.640440000000005,-84.42694
ATL,MKE,3371,33.640440000000005,-84.42694,42.94722,-87.89658
SEA,GEG,3369,47.44898,-122.30931000000001,47.619859999999996,-117.53383999999998
SAN,DFW,3368,32.73356,-117.18966,32.89595,-97.0372
DFW,SAN,3368,32.89595,-97.0372,32.73356,-117.18966
SFO,IAH,3367,37.619,-122.37483999999999,29.98047,-95.33972
DEN,MCO,3353,39.85841,-104.667,28.428890000000003,-81.31603
MCO,DEN,3347,28.428890000000003,-81.31603,39.85841,-104.667
EWR,PBI,3346,40.6925,-74.16866,26.683159999999997,-80.09559
MCO,LAX,3345,28.428890000000003,-81.31603,33.94254,-118.40807
CLE,ATL,3345,41.41089,-81.8494,33.640440000000005,-84.42694
ATL,CLE,3344,33.640440000000005,-84.42694,41.41089,-81.8494
PBI,EWR,3344,26.683159999999997,-80.09559,40.6925,-74.16866
LAX,MCO,3340,33.94254,-118.40807,28.428890000000003,-81.31603
SLC,DFW,3340,40.78839,-111.97776999999999,32.89595,-97.0372
DFW,SLC,3339,32.89595,-97.0372,40.78839,-111.97776999999999
LAS,BUR,3331,36.08036,-115.15233,34.20062,-118.3585
SAT,ATL,3322,29.533690000000004,-98.46978,33.640440000000005,-84.42694
ATL,SAT,3321,33.640440000000005,-84.42694,29.533690000000004,-98.46978
BUR,LAS,3319,34.20062,-118.3585,36.08036,-115.15233
LAX,OGG,3318,33.94254,-118.40807,20.89865,-156.43046
OGG,LAX,3317,20.89865,-156.43046,33.94254,-118.40807
DTW,MCO,3315,42.21206,-83.34884,28.428890000000003,-81.31603
MCO,DTW,3312,28.428890000000003,-81.31603,42.21206,-83.34884
LAS,SNA,3311,36.08036,-115.15233,33.67566,-117.86822
SNA,LAS,3305,33.67566,-117.86822,36.08036,-115.15233
DTW,BWI,3296,42.21206,-83.34884,39.1754,-76.6682
EWR,DEN,3291,40.6925,-74.16866,39.85841,-104.667
BWI,DTW,3289,39.1754,-76.6682,42.21206,-83.34884
